stock_code,stock_name,gap_per,gap_hour,gap_int,stck_oprc,stck_hgpr,stck_lwpr_D_10,stck_lwpr_D_9,stck_lwpr_D_8,stck_lwpr_D_7,stck_lwpr_D_6,stck_lwpr_D_5,stck_lwpr_D_4,stck_lwpr_D_3,stck_lwpr_D_2,stck_lwpr_D_1,stck_lwpr_D_0,acml_vol_D_10,acml_vol_D_9,acml_vol_D_8,acml_vol_D_7,acml_vol_D_6,acml_vol_D_5,acml_vol_D_4,acml_vol_D_3,acml_vol_D_2,acml_vol_D_1,acml_vol_D_0,gap_change,mean_vlome,today_vlome,volume_change,slope,day_change,deter_change
115440,우리넷,4.21,090027,4.21,10290,11840,8860,9100,9100,9170,9140,9140,9220,9460,9360,9410,10110,184890,131020,226916,129310,195692,132585,169762,251362,170285,769159,7402262,4.21,176869.11111111112,7402262,40.85163793439216,-0.00166640062968202,1550,1
115500,케이씨에스,13.51,090030,13.51,7600,9130,5960,5980,5910,5840,5720,5750,5650,6200,6820,6910,7590,315559,164194,159409,92451,126768,76817,135654,3702110,784685,1241951,7757680,13.51,344165.3333333333,7757680,21.54056190048194,-0.001719889105657665,1530,1
119610,인터로조,3.58,090003,3.58,31800,31800,28700,29450,29000,28950,29450,30000,30950,30500,30150,30050,30550,175463,36095,18785,19451,46030,140034,88034,43267,40045,37424,87306,3.58,41141.375,87306,1.1220972804141818,-0.00046690011672502376,0,0
138580,비즈니스온,2.01,090030,2.01,9150,9150,8930,8780,8810,8930,8980,9140,9340,9140,9210,8950,8700,38699,27392,28523,21066,33033,66619,22034,38065,25111,27629,41173,2.01,29061.333333333332,41173,0.41676224995412015,0.0053321523472100495,0,0
142760,비엘,3.21,090023,3.21,4500,5100,4175,4200,4245,4185,4195,4050,3915,4005,4495,4320,4410,414131,103782,108978,94605,107012,148575,142099,993805,550847,208523,4556443,3.21,208728.0,4556443,20.829572457935686,-0.006644206449573189,600,1
160980,싸이맥스,2.08,090004,2.08,15190,15190,13510,13650,13750,13830,14260,15100,14780,14850,14910,14760,14430,25325,75227,56448,285255,510572,307614,137317,141457,83203,45673,71529,2.08,166809.1,71529,-0.5711924589246031,0.00046724638508236936,0,0
198080,엔피디,3.12,090024,3.12,2480,2480,2615,2570,2450,2370,2455,2435,2445,2435,2350,2400,2385,235138,164606,201055,112238,116055,109633,75594,115166,116145,62869,60137,3.12,119262.33333333333,60137,-0.4957586496994021,-0.02204118073768179,0,0
200710,에이디테크놀로지,2.59,090016,2.59,21700,22150,18170,22600,23150,23050,23850,23950,22000,22050,21550,21000,20450,7636765,2746409,5014656,418076,380475,361898,1242167,627644,905138,553789,580663,2.59,1361139.111111111,580663,-0.573399224766968,0.0007194465680633861,450,1
203650,드림시큐리티,13.06,090030,13.06,3670,3995,3135,3135,3120,3115,3205,3235,3295,3360,3405,3410,3540,433647,319211,278780,2110696,925575,471115,674630,2096463,1036799,751795,20010024,13.06,611444.0,20010024,31.725848973904398,-0.004651379598523011,325,1
205470,휴마시스,2.28,090026,2.28,17550,17840,13920,14150,14800,14260,13000,14430,14180,14230,14790,15850,17100,645607,687401,739911,423067,1835034,379884,416139,536481,1702844,5104215,2365628,2.28,818485.3333333334,2365628,1.8902509350605343,-0.0012729233509673693,290,1
214870,뉴지랩파마,2.20,090021,2.2,1955,1976,4165,4165,4165,4165,4165,4165,4165,2920,2045,1903,1356,0,0,0,0,0,0,0,5786884,22519176,13421511,18967606,2.2,723360.5,18967606,25.2215119570394,0.0014929656740774841,21,1
227950,엔투텍,2.49,090021,2.49,758,776,657,655,658,649,624,605,588,595,598,680,683,269026,170159,276745,172269,689022,682794,574585,239932,11168696,21269560,4641812,2.49,384316.5,4641812,11.078097089248054,-0.042700229454333216,18,1
256940,케이피에스,2.87,090003,2.87,10750,10790,9620,9900,9710,9490,9490,9800,9950,9810,9800,9920,10130,497532,131279,210779,1032868,391783,712037,353892,144386,334235,505586,237196,2.87,364612.1111111111,237196,-0.34945660670136824,-0.003767159677982492,40,1
258830,세종메디칼,5.36,090028,5.36,3355,3620,2660,2675,2640,2680,2700,2660,2670,2710,2845,2865,3250,604943,415541,566781,5739121,705651,843588,2540062,2386781,3376303,18634176,13563480,5.36,1908752.3333333333,13563480,6.105940232860663,-0.00562668709418546,265,1
270520,지엔원에너지,8.02,090029,8.02,7270,7680,4160,4130,3935,4015,4225,4565,5370,5540,5400,6320,5980,3773106,3742872,1985843,2829799,9326334,26572592,21469362,6520963,45932624,7118988,16191452,8.02,9259984.333333334,16191452,0.7485398913381889,-0.0008611386747207826,410,1
279600,미디어젠,2.02,090030,2.02,13100,13100,13150,13230,13290,13650,13680,13510,13200,12910,12670,12550,12640,261925,153747,135396,97828,77602,84112,69218,64693,74647,64777,34098,2.02,91335.55555555556,34098,-0.6266733169509258,0.002165027019537338,0,0
290670,대보마그네틱,2.16,090023,2.16,70300,74500,58200,58300,57000,56600,58400,59100,60600,64000,64600,65100,66500,537112,211266,249611,242345,140857,325409,475278,383567,498109,915736,946973,2.16,340394.8888888889,946973,1.7819836046630808,-0.00022404600730845277,4200,1
298380,에이비엘바이오,2.27,090028,2.27,22550,22700,20550,20600,20150,20050,20300,20150,20250,20350,20800,21750,22000,347842,201353,307458,194342,245698,339322,429128,388852,1107836,663075,581370,2.27,306749.375,581370,0.895260585290516,-0.0022380325481079068,150,1
314130,지놈앤컴퍼니,2.03,090005,2.03,22650,23200,18010,18850,18860,18900,18550,18860,18800,19070,19080,21650,21200,76787,40979,28072,95736,33330,35433,66387,37330,505941,510874,147489,2.03,51756.75,147489,1.8496572910779752,-0.001029685257870281,550,1
330860,네패스아크,4.46,090018,4.46,23400,23450,21200,21600,21700,21150,21350,21500,21450,21350,21850,21550,22350,69942,45736,84254,38540,54611,48373,42128,112650,88812,59201,108222,4.46,64424.7,108222,0.6798215591225105,-0.0023958991122172354,50,1
331920,셀레믹스,2.65,090015,2.65,6580,6580,6290,6370,6310,6360,6400,6330,6350,6360,6410,6350,6350,137026,31910,169690,48672,32751,38116,16790,54476,29256,17524,21931,2.65,33686.875,21931,-0.3489749345998998,-0.016925320279137752,0,0
348340,뉴로메카,2.34,090024,2.34,30650,32550,21450,23800,29100,28350,30650,29200,28900,28500,30750,29900,28800,5552409,13910238,4998577,7130576,3753472,1871890,1987593,2709180,3119515,2091988,3442502,2.34,3690577.777777778,3442502,-0.0672186830125967,6.955041895847717e-05,1900,1
360070,탑머티리얼,3.40,090024,3.4,54900,55600,36950,36050,37250,37850,38350,38700,37950,41400,47100,47400,49550,99378,127189,110177,80113,253560,212915,166237,1505932,1718983,1698332,648138,3.4,597281.6,648138,0.08514643678961487,-0.00023321475531817317,700,1
382900,범한퓨얼셀,2.25,090019,2.25,29500,31200,28100,28350,28650,28250,28450,27100,27100,28350,28900,28850,29250,38008,53294,50199,34280,33885,192976,71424,126318,119954,67022,378792,2.25,78736.0,378792,3.810912416175574,-0.001765682177208101,1700,1
383930,디티앤씨알오,5.73,090029,5.73,6890,7400,5750,5675,5800,5765,5995,5670,5680,5900,5895,5860,5560,277262,197000,98794,160006,135600,599166,165764,917720,512304,554700,1123362,5.73,361831.6,1123362,2.104654209306208,-0.0031822448653680635,510,1
394280,오픈엣지테크놀로지,3.66,090028,3.66,23950,25400,21600,23600,24200,23500,23050,23950,23100,22500,23100,22700,22500,6919216,14948345,6512083,3173087,3684849,2373858,1747333,2662360,1592968,1260938,3449832,3.66,3325188.0,3449832,0.03748479785203118,-0.0010410901135974196,1450,1
402030,코난테크놀로지,2.15,090006,2.15,132900,138200,99500,104000,121300,129500,139600,137100,138500,130900,133000,127000,118600,271393,2365219,2489069,1092993,641395,312116,223647,331574,132910,176148,367741,2.15,397772.0,367741,-0.07549802399364458,7.586226942071466e-05,5300,1
424760,IBKS제18호스팩,2.09,090024,2.09,3175,3175,3400,3515,3300,3320,3330,3365,3565,3350,3230,3110,2855,476995,85121,467068,90235,61457,145974,86797,185472,116714,60307,257421,2.09,104009.625,257421,1.4749728690974515,0.012728141762112991,0,0
